p cnf 153 6120
-51 -95 -148 -60 0
64 95 148 73 0
-64 -95 -148 -73 0
76 95 148 85 0
-76 -95 -148 -85 0
7 105 148 15 0
-7 -105 -148 -15 0
23 105 148 31 0
-23 -105 -148 -31 0
38 105 148 46 0
-38 -105 -148 -46 0
52 105 148 60 0
-52 -105 -148 -60 0
65 105 148 73 0
-65 -105 -148 -73 0
77 105 148 85 0
-77 -105 -148 -85 0
88 105 148 96 0
-88 -105 -148 -96 0
8 114 148 15 0
-8 -114 -148 -15 0
24 114 148 31 0
-24 -114 -148 -31 0
39 114 148 46 0
-39 -114 -148 -46 0
53 114 148 60 0
-53 -114 -148 -60 0
66 114 148 73 0
-66 -114 -148 -73 0
78 114 148 85 0
-78 -114 -148 -85 0
89 114 148 96 0
-89 -114 -148 -96 0
99 114 148 106 0
-99 -114 -148 -106 0
9 122 148 15 0
-9 -122 -148 -15 0
25 122 148 31 0
-25 -122 -148 -31 0
40 122 148 46 0
-40 -122 -148 -46 0
54 122 148 60 0
-54 -122 -148 -60 0
67 122 148 73 0
-67 -122 -148 -73 0
79 122 148 85 0
-79 -122 -148 -85 0
90 122 148 96 0
-90 -122 -148 -96 0
100 122 148 106 0
-100 -122 -148 -106 0
109 122 148 115 0
-109 -122 -148 -115 0
10 129 148 15 0
-10 -129 -148 -15 0
26 129 148 31 0
-26 -129 -148 -31 0
41 129 148 46 0
-41 -129 -148 -46 0
55 129 148 60 0
-55 -129 -148 -60 0
68 129 148 73 0
-68 -129 -148 -73 0
80 129 148 85 0
-80 -129 -148 -85 0
91 129 148 96 0
-91 -129 -148 -96 0
101 129 148 106 0
-101 -129 -148 -106 0
110 129 148 115 0
-110 -129 -148 -115 0
118 129 148 123 0
-118 -129 -148 -123 0
11 135 148 15 0
-11 -135 -148 -15 0
27 135 148 31 0
-27 -135 -148 -31 0
42 135 148 46 0
-42 -135 -148 -46 0
56 135 148 60 0
-56 -135 -148 -60 0
69 135 148 73 0
-69 -135 -148 -73 0
81 135 148 85 0
-81 -135 -148 -85 0
92 135 148 96 0
-92 -135 -148 -96 0
102 135 148 106 0
-102 -135 -148 -106 0
111 135 148 115 0
-111 -135 -148 -115 0
119 135 148 123 0
-119 -135 -148 -123 0
126 135 148 130 0
-126 -135 -148 -130 0
12 140 148 15 0
-12 -140 -148 -15 0
28 140 148 31 0
-28 -140 -148 -31 0
43 140 148 46 0
-43 -140 -148 -46 0
57 140 148 60 0
-57 -140 -148 -60 0
70 140 148 73 0
-70 -140 -148 -73 0
82 140 148 85 0
-82 -140 -148 -85 0
93 140 148 96 0
-93 -140 -148 -96 0
103 140 148 106 0
-103 -140 -148 -106 0
112 140 148 115 0
-112 -140 -148 -115 0
120 140 148 123 0
-120 -140 -148 -123 0
127 140 148 130 0
-127 -140 -148 -130 0
133 140 148 136 0
-133 -140 -148 -136 0
13 144 148 15 0
-13 -144 -148 -15 0
29 144 148 31 0
-29 -144 -148 -31 0
44 144 148 46 0
-44 -144 -148 -46 0
58 144 148 60 0
-58 -144 -148 -60 0
71 144 148 73 0
-71 -144 -148 -73 0
83 144 148 85 0
-83 -144 -148 -85 0
94 144 148 96 0
-94 -144 -148 -96 0
104 144 148 106 0
-104 -144 -148 -106 0
113 144 148 115 0
-113 -144 -148 -115 0
121 144 148 123 0
-121 -144 -148 -123 0
128 144 148 130 0
-128 -144 -148 -130 0
134 144 148 136 0
-134 -144 -148 -136 0
139 144 148 141 0
-139 -144 -148 -141 0
1 18 47 16 0
-1 -18 -47 -16 0
1 19 61 16 0
-1 -19 -61 -16 0
2 34 61 16 0
-2 -34 -61 -16 0
18 34 61 32 0
-18 -34 -61 -32 0
1 20 74 16 0
-1 -20 -74 -16 0
2 35 74 16 0
-2 -35 -74 -16 0
18 35 74 32 0
-18 -35 -74 -32 0
3 49 74 16 0
-3 -49 -74 -16 0
19 49 74 32 0
-19 -49 -74 -32 0
34 49 74 47 0
-34 -49 -74 -47 0
1 21 86 16 0
-1 -21 -86 -16 0
2 36 86 16 0
-2 -36 -86 -16 0
18 36 86 32 0
-18 -36 -86 -32 0
3 50 86 16 0
-3 -50 -86 -16 0
19 50 86 32 0
-19 -50 -86 -32 0
34 50 86 47 0
-34 -50 -86 -47 0
4 63 86 16 0
-4 -63 -86 -16 0
20 63 86 32 0
-20 -63 -86 -32 0
35 63 86 47 0
-35 -63 -86 -47 0
49 63 86 61 0
-49 -63 -86 -61 0
1 22 97 16 0
-1 -22 -97 -16 0
2 37 97 16 0
-2 -37 -97 -16 0
18 37 97 32 0
-18 -37 -97 -32 0
3 51 97 16 0
-3 -51 -97 -16 0
19 51 97 32 0
-19 -51 -97 -32 0
34 51 97 47 0
-34 -51 -97 -47 0
4 64 97 16 0
-4 -64 -97 -16 0
20 64 97 32 0
-20 -64 -97 -32 0
35 64 97 47 0
-35 -64 -97 -47 0
49 64 97 61 0
-49 -64 -97 -61 0
5 76 97 16 0
-5 -76 -97 -16 0
21 76 97 32 0
-21 -76 -97 -32 0
36 76 97 47 0
-36 -76 -97 -47 0
50 76 97 61 0
-50 -76 -97 -61 0
63 76 97 74 0
-63 -76 -97 -74 0
1 23 107 16 0
-1 -23 -107 -16 0
2 38 107 16 0
-2 -38 -107 -16 0
18 38 107 32 0
-18 -38 -107 -32 0
3 52 107 16 0
-3 -52 -107 -16 0
19 52 107 32 0
-19 -52 -107 -32 0
34 52 107 47 0
-34 -52 -107 -47 0
4 65 107 16 0
-4 -65 -107 -16 0
20 65 107 32 0
-20 -65 -107 -32 0
35 65 107 47 0
-35 -65 -107 -47 0
49 65 107 61 0
-49 -65 -107 -61 0
5 77 107 16 0
-5 -77 -107 -16 0
21 77 107 32 0
-21 -77 -107 -32 0
36 77 107 47 0
-36 -77 -107 -47 0
50 77 107 61 0
-50 -77 -107 -61 0
63 77 107 74 0
-63 -77 -107 -74 0
6 88 107 16 0
-6 -88 -107 -16 0
22 88 107 32 0
-22 -88 -107 -32 0
37 88 107 47 0
-37 -88 -107 -47 0
51 88 107 61 0
-51 -88 -107 -61 0
64 88 107 74 0
-64 -88 -107 -74 0
76 88 107 86 0
-76 -88 -107 -86 0
1 24 116 16 0
-1 -24 -116 -16 0
2 39 116 16 0
-2 -39 -116 -16 0
18 39 116 32 0
-18 -39 -116 -32 0
3 53 116 16 0
-3 -53 -116 -16 0
19 53 116 32 0
-19 -53 -116 -32 0
34 53 116 47 0
-34 -53 -116 -47 0
4 66 116 16 0
-4 -66 -116 -16 0
20 66 116 32 0
-20 -66 -116 -32 0
35 66 116 47 0
-35 -66 -116 -47 0
49 66 116 61 0
-49 -66 -116 -61 0
5 78 116 16 0
-5 -78 -116 -16 0
21 78 116 32 0
-21 -78 -116 -32 0
36 78 116 47 0
-36 -78 -116 -47 0
50 78 116 61 0
-50 -78 -116 -61 0
63 78 116 74 0
-63 -78 -116 -74 0
6 89 116 16 0
-6 -89 -116 -16 0
22 89 116 32 0
-22 -89 -116 -32 0
37 89 116 47 0
-37 -89 -116 -47 0
51 89 116 61 0
-51 -89 -116 -61 0
64 89 116 74 0
-64 -89 -116 -74 0
76 89 116 86 0
-76 -89 -116 -86 0
7 99 116 16 0
-7 -99 -116 -16 0
23 99 116 32 0
-23 -99 -116 -32 0
38 99 116 47 0
-38 -99 -116 -47 0
52 99 116 61 0
-52 -99 -116 -61 0
65 99 116 74 0
-65 -99 -116 -74 0
77 99 116 86 0
-77 -99 -116 -86 0
88 99 116 97 0
-88 -99 -116 -97 0
1 25 124 16 0
-1 -25 -124 -16 0
2 40 124 16 0
-2 -40 -124 -16 0
18 40 124 32 0
-18 -40 -124 -32 0
3 54 124 16 0
-3 -54 -124 -16 0
19 54 124 32 0
-19 -54 -124 -32 0
34 54 124 47 0
-34 -54 -124 -47 0
4 67 124 16 0
-4 -67 -124 -16 0
20 67 124 32 0
-20 -67 -124 -32 0
35 67 124 47 0
-35 -67 -124 -47 0
49 67 124 61 0
-49 -67 -124 -61 0
5 79 124 16 0
-5 -79 -124 -16 0
21 79 124 32 0
-21 -79 -124 -32 0
36 79 124 47 0
-36 -79 -124 -47 0
50 79 124 61 0
-50 -79 -124 -61 0
63 79 124 74 0
-63 -79 -124 -74 0
6 90 124 16 0
-6 -90 -124 -16 0
22 90 124 32 0
-22 -90 -124 -32 0
37 90 124 47 0
-37 -90 -124 -47 0
51 90 124 61 0
-51 -90 -124 -61 0
64 90 124 74 0
-64 -90 -124 -74 0
76 90 124 86 0
-76 -90 -124 -86 0
7 100 124 16 0
-7 -100 -124 -16 0
23 100 124 32 0
-23 -100 -124 -32 0
38 100 124 47 0
-38 -100 -124 -47 0
52 100 124 61 0
-52 -100 -124 -61 0
65 100 124 74 0
-65 -100 -124 -74 0
77 100 124 86 0
-77 -100 -124 -86 0
88 100 124 97 0
-88 -100 -124 -97 0
8 109 124 16 0
-8 -109 -124 -16 0
24 109 124 32 0
-24 -109 -124 -32 0
39 109 124 47 0
-39 -109 -124 -47 0
53 109 124 61 0
-53 -109 -124 -61 0
66 109 124 74 0
-66 -109 -124 -74 0
78 109 124 86 0
-78 -109 -124 -86 0
89 109 124 97 0
-89 -109 -124 -97 0
99 109 124 107 0
-99 -109 -124 -107 0
1 26 131 16 0
-1 -26 -131 -16 0
2 41 131 16 0
-2 -41 -131 -16 0
18 41 131 32 0
-18 -41 -131 -32 0
3 55 131 16 0
-3 -55 -131 -16 0
19 55 131 32 0
-19 -55 -131 -32 0
34 55 131 47 0
-34 -55 -131 -47 0
4 68 131 16 0
-4 -68 -131 -16 0
20 68 131 32 0
-20 -68 -131 -32 0
35 68 131 47 0
-35 -68 -131 -47 0
49 68 131 61 0
-49 -68 -131 -61 0
5 80 131 16 0
-5 -80 -131 -16 0
21 80 131 32 0
-21 -80 -131 -32 0
36 80 131 47 0
-36 -80 -131 -47 0
50 80 131 61 0
-50 -80 -131 -61 0
63 80 131 74 0
-63 -80 -131 -74 0
6 91 131 16 0
-6 -91 -131 -16 0
22 91 131 32 0
-22 -91 -131 -32 0
37 91 131 47 0
-37 -91 -131 -47 0
51 91 131 61 0
-51 -91 -131 -61 0
64 91 131 74 0
-64 -91 -131 -74 0
76 91 131 86 0
-76 -91 -131 -86 0
7 101 131 16 0
-7 -101 -131 -16 0
23 101 131 32 0
-23 -101 -131 -32 0
38 101 131 47 0
-38 -101 -131 -47 0
52 101 131 61 0
-52 -101 -131 -61 0
65 101 131 74 0
-65 -101 -131 -74 0
77 101 131 86 0
-77 -101 -131 -86 0
88 101 131 97 0
-88 -101 -131 -97 0
8 110 131 16 0
-8 -110 -131 -16 0
24 110 131 32 0
-24 -110 -131 -32 0
39 110 131 47 0
-39 -110 -131 -47 0
53 110 131 61 0
-53 -110 -131 -61 0
66 110 131 74 0
-66 -110 -131 -74 0
78 110 131 86 0
-78 -110 -131 -86 0
89 110 131 97 0
-89 -110 -131 -97 0
99 110 131 107 0
-99 -110 -131 -107 0
9 118 131 16 0
-9 -118 -131 -16 0
25 118 131 32 0
-25 -118 -131 -32 0
40 118 131 47 0
-40 -118 -131 -47 0
54 118 131 61 0
-54 -118 -131 -61 0
67 118 131 74 0
-67 -118 -131 -74 0
79 118 131 86 0
-79 -118 -131 -86 0
90 118 131 97 0
-90 -118 -131 -97 0
100 118 131 107 0
-100 -118 -131 -107 0
109 118 131 116 0
-109 -118 -131 -116 0
1 27 137 16 0
-1 -27 -137 -16 0
2 42 137 16 0
-2 -42 -137 -16 0
18 42 137 32 0
-18 -42 -137 -32 0
3 56 137 16 0
-3 -56 -137 -16 0
19 56 137 32 0
-19 -56 -137 -32 0
34 56 137 47 0
-34 -56 -137 -47 0
4 69 137 16 0
-4 -69 -137 -16 0
20 69 137 32 0
-20 -69 -137 -32 0
35 69 137 47 0
-35 -69 -137 -47 0
49 69 137 61 0
-49 -69 -137 -61 0
5 81 137 16 0
-5 -81 -137 -16 0
21 81 137 32 0
-21 -81 -137 -32 0
36 81 137 47 0
-36 -81 -137 -47 0
50 81 137 61 0
-50 -81 -137 -61 0
63 81 137 74 0
-63 -81 -137 -74 0
6 92 137 16 0
-6 -92 -137 -16 0
22 92 137 32 0
-22 -92 -137 -32 0
37 92 137 47 0
-37 -92 -137 -47 0
51 92 137 61 0
-51 -92 -137 -61 0
64 92 137 74 0
-64 -92 -137 -74 0
76 92 137 86 0
-76 -92 -137 -86 0
7 102 137 16 0
-7 -102 -137 -16 0
23 102 137 32 0
-23 -102 -137 -32 0
38 102 137 47 0
-38 -102 -137 -47 0
52 102 137 61 0
-52 -102 -137 -61 0
65 102 137 74 0
-65 -102 -137 -74 0
77 102 137 86 0
-77 -102 -137 -86 0
88 102 137 97 0
-88 -102 -137 -97 0
8 111 137 16 0
-8 -111 -137 -16 0
24 111 137 32 0
-24 -111 -137 -32 0
39 111 137 47 0
-39 -111 -137 -47 0
53 111 137 61 0
-53 -111 -137 -61 0
66 111 137 74 0
-66 -111 -137 -74 0
78 111 137 86 0
-78 -111 -137 -86 0
89 111 137 97 0
-89 -111 -137 -97 0
99 111 137 107 0
-99 -111 -137 -107 0
9 119 137 16 0
-9 -119 -137 -16 0
25 119 137 32 0
-25 -119 -137 -32 0
40 119 137 47 0
-40 -119 -137 -47 0
54 119 137 61 0
-54 -119 -137 -61 0
67 119 137 74 0
-67 -119 -137 -74 0
79 119 137 86 0
-79 -119 -137 -86 0
90 119 137 97 0
-90 -119 -137 -97 0
100 119 137 107 0
-100 -119 -137 -107 0
109 119 137 116 0
-109 -119 -137 -116 0
10 126 137 16 0
-10 -126 -137 -16 0
26 126 137 32 0
-26 -126 -137 -32 0
41 126 137 47 0
-41 -126 -137 -47 0
55 126 137 61 0
-55 -126 -137 -61 0
68 126 137 74 0
-68 -126 -137 -74 0
80 126 137 86 0
-80 -126 -137 -86 0
91 126 137 97 0
-91 -126 -137 -97 0
101 126 137 107 0
-101 -126 -137 -107 0
110 126 137 116 0
-110 -126 -137 -116 0
118 126 137 124 0
-118 -126 -137 -124 0
1 28 142 16 0
-1 -28 -142 -16 0
2 43 142 16 0
-2 -43 -142 -16 0
18 43 142 32 0
-18 -43 -142 -32 0
3 57 142 16 0
-3 -57 -142 -16 0
19 57 142 32 0
-19 -57 -142 -32 0
34 57 142 47 0
-34 -57 -142 -47 0
4 70 142 16 0
-4 -70 -142 -16 0
20 70 142 32 0
-20 -70 -142 -32 0
35 70 142 47 0
-35 -70 -142 -47 0
49 70 142 61 0
-49 -70 -142 -61 0
5 82 142 16 0
-5 -82 -142 -16 0
21 82 142 32 0
-21 -82 -142 -32 0
36 82 142 47 0
-36 -82 -142 -47 0
50 82 142 61 0
-50 -82 -142 -61 0
63 82 142 74 0
-63 -82 -142 -74 0
6 93 142 16 0
-6 -93 -142 -16 0
22 93 142 32 0
-22 -93 -142 -32 0
37 93 142 47 0
-37 -93 -142 -47 0
51 93 142 61 0
-51 -93 -142 -61 0
64 93 142 74 0
-64 -93 -142 -74 0
76 93 142 86 0
-76 -93 -142 -86 0
7 103 142 16 0
-7 -103 -142 -16 0
23 103 142 32 0
-23 -103 -142 -32 0
38 103 142 47 0
-38 -103 -142 -47 0
52 103 142 61 0
-52 -103 -142 -61 0
65 103 142 74 0
-65 -103 -142 -74 0
77 103 142 86 0
-77 -103 -142 -86 0
88 103 142 97 0
-88 -103 -142 -97 0
8 112 142 16 0
-8 -112 -142 -16 0
24 112 142 32 0
-24 -112 -142 -32 0
39 112 142 47 0
-39 -112 -142 -47 0
53 112 142 61 0
-53 -112 -142 -61 0
66 112 142 74 0
-66 -112 -142 -74 0
78 112 142 86 0
-78 -112 -142 -86 0
89 112 142 97 0
-89 -112 -142 -97 0
99 112 142 107 0
-99 -112 -142 -107 0
9 120 142 16 0
-9 -120 -142 -16 0
25 120 142 32 0
-25 -120 -142 -32 0
40 120 142 47 0
-40 -120 -142 -47 0
54 120 142 61 0
-54 -120 -142 -61 0
67 120 142 74 0
-67 -120 -142 -74 0
79 120 142 86 0
-79 -120 -142 -86 0
90 120 142 97 0
-90 -120 -142 -97 0
100 120 142 107 0
-100 -120 -142 -107 0
109 120 142 116 0
-109 -120 -142 -116 0
10 127 142 16 0
-10 -127 -142 -16 0
26 127 142 32 0
-26 -127 -142 -32 0
41 127 142 47 0
-41 -127 -142 -47 0
55 127 142 61 0
-55 -127 -142 -61 0
68 127 142 74 0
-68 -127 -142 -74 0
80 127 142 86 0
-80 -127 -142 -86 0
91 127 142 97 0
-91 -127 -142 -97 0
101 127 142 107 0
-101 -127 -142 -107 0
110 127 142 116 0
-110 -127 -142 -116 0
118 127 142 124 0
-118 -127 -142 -124 0
11 133 142 16 0
-11 -133 -142 -16 0
27 133 142 32 0
-27 -133 -142 -32 0
42 133 142 47 0
-42 -133 -142 -47 0
56 133 142 61 0
-56 -133 -142 -61 0
69 133 142 74 0
-69 -133 -142 -74 0
81 133 142 86 0
-81 -133 -142 -86 0
92 133 142 97 0
-92 -133 -142 -97 0
102 133 142 107 0
-102 -133 -142 -107 0
111 133 142 116 0
-111 -133 -142 -116 0
119 133 142 124 0
-119 -133 -142 -124 0
126 133 142 131 0
-126 -133 -142 -131 0
1 29 146 16 0
-1 -29 -146 -16 0
2 44 146 16 0
-2 -44 -146 -16 0
18 44 146 32 0
-18 -44 -146 -32 0
3 58 146 16 0
-3 -58 -146 -16 0
19 58 146 32 0
-19 -58 -146 -32 0
34 58 146 47 0
-34 -58 -146 -47 0
4 71 146 16 0
-4 -71 -146 -16 0
20 71 146 32 0
-20 -71 -146 -32 0
35 71 146 47 0
-35 -71 -146 -47 0
49 71 146 61 0
-49 -71 -146 -61 0
5 83 146 16 0
-5 -83 -146 -16 0
21 83 146 32 0
-21 -83 -146 -32 0
36 83 146 47 0
-36 -83 -146 -47 0
50 83 146 61 0
-50 -83 -146 -61 0
63 83 146 74 0
-63 -83 -146 -74 0
6 94 146 16 0
-6 -94 -146 -16 0
22 94 146 32 0
-22 -94 -146 -32 0
37 94 146 47 0
-37 -94 -146 -47 0
51 94 146 61 0
-51 -94 -146 -61 0
64 94 146 74 0
-64 -94 -146 -74 0
76 94 146 86 0
-76 -94 -146 -86 0
7 104 146 16 0
-7 -104 -146 -16 0
23 104 146 32 0
-23 -104 -146 -32 0
38 104 146 47 0
-38 -104 -146 -47 0
52 104 146 61 0
-52 -104 -146 -61 0
65 104 146 74 0
-65 -104 -146 -74 0
77 104 146 86 0
-77 -104 -146 -86 0
88 104 146 97 0
-88 -104 -146 -97 0
8 113 146 16 0
-8 -113 -146 -16 0
24 113 146 32 0
-24 -113 -146 -32 0
39 113 146 47 0
-39 -113 -146 -47 0
53 113 146 61 0
-53 -113 -146 -61 0
66 113 146 74 0
-66 -113 -146 -74 0
78 113 146 86 0
-78 -113 -146 -86 0
89 113 146 97 0
-89 -113 -146 -97 0
99 113 146 107 0
-99 -113 -146 -107 0
9 121 146 16 0
-9 -121 -146 -16 0
25 121 146 32 0
-25 -121 -146 -32 0
40 121 146 47 0
-40 -121 -146 -47 0
54 121 146 61 0
-54 -121 -146 -61 0
67 121 146 74 0
-67 -121 -146 -74 0
79 121 146 86 0
-79 -121 -146 -86 0
90 121 146 97 0
-90 -121 -146 -97 0
100 121 146 107 0
-100 -121 -146 -107 0
109 121 146 116 0
-109 -121 -146 -116 0
10 128 146 16 0
-10 -128 -146 -16 0
26 128 146 32 0
-26 -128 -146 -32 0
41 128 146 47 0
-41 -128 -146 -47 0
55 128 146 61 0
-55 -128 -146 -61 0
68 128 146 74 0
-68 -128 -146 -74 0
80 128 146 86 0
-80 -128 -146 -86 0
91 128 146 97 0
-91 -128 -146 -97 0
101 128 146 107 0
-101 -128 -146 -107 0
110 128 146 116 0
-110 -128 -146 -116 0
118 128 146 124 0
-118 -128 -146 -124 0
11 134 146 16 0
-11 -134 -146 -16 0
27 134 146 32 0
-27 -134 -146 -32 0
42 134 146 47 0
-42 -134 -146 -47 0
56 134 146 61 0
-56 -134 -146 -61 0
69 134 146 74 0
-69 -134 -146 -74 0
81 134 146 86 0
-81 -134 -146 -86 0
92 134 146 97 0
-92 -134 -146 -97 0
102 134 146 107 0
-102 -134 -146 -107 0
111 134 146 116 0
-111 -134 -146 -116 0
119 134 146 124 0
-119 -134 -146 -124 0
126 134 146 131 0
-126 -134 -146 -131 0
12 139 146 16 0
-12 -139 -146 -16 0
28 139 146 32 0
-28 -139 -146 -32 0
43 139 146 47 0
-43 -139 -146 -47 0
57 139 146 61 0
-57 -139 -146 -61 0
70 139 146 74 0
-70 -139 -146 -74 0
82 139 146 86 0
-82 -139 -146 -86 0
93 139 146 97 0
-93 -139 -146 -97 0
103 139 146 107 0
-103 -139 -146 -107 0
112 139 146 116 0
-112 -139 -146 -116 0
120 139 146 124 0
-120 -139 -146 -124 0
127 139 146 131 0
-127 -139 -146 -131 0
133 139 146 137 0
-133 -139 -146 -137 0
1 30 149 16 0
-1 -30 -149 -16 0
2 45 149 16 0
-2 -45 -149 -16 0
18 45 149 32 0
-18 -45 -149 -32 0
3 59 149 16 0
-3 -59 -149 -16 0
19 59 149 32 0
-19 -59 -149 -32 0
34 59 149 47 0
-34 -59 -149 -47 0
4 72 149 16 0
-4 -72 -149 -16 0
20 72 149 32 0
-20 -72 -149 -32 0
35 72 149 47 0
-35 -72 -149 -47 0
49 72 149 61 0
-49 -72 -149 -61 0
5 84 149 16 0
-5 -84 -149 -16 0
21 84 149 32 0
-21 -84 -149 -32 0
36 84 149 47 0
-36 -84 -149 -47 0
50 84 149 61 0
-50 -84 -149 -61 0
63 84 149 74 0
-63 -84 -149 -74 0
6 95 149 16 0
-6 -95 -149 -16 0
22 95 149 32 0
-22 -95 -149 -32 0
37 95 149 47 0
-37 -95 -149 -47 0
51 95 149 61 0
-51 -95 -149 -61 0
64 95 149 74 0
-64 -95 -149 -74 0
76 95 149 86 0
-76 -95 -149 -86 0
7 105 149 16 0
-7 -105 -149 -16 0
23 105 149 32 0
-23 -105 -149 -32 0
38 105 149 47 0
-38 -105 -149 -47 0
52 105 149 61 0
-52 -105 -149 -61 0
65 105 149 74 0
-65 -105 -149 -74 0
77 105 149 86 0
-77 -105 -149 -86 0
88 105 149 97 0
-88 -105 -149 -97 0
8 114 149 16 0
-8 -114 -149 -16 0
24 114 149 32 0
-24 -114 -149 -32 0
39 114 149 47 0
-39 -114 -149 -47 0
53 114 149 61 0
-53 -114 -149 -61 0
66 114 149 74 0
-66 -114 -149 -74 0
78 114 149 86 0
-78 -114 -149 -86 0
89 114 149 97 0
-89 -114 -149 -97 0
99 114 149 107 0
-99 -114 -149 -107 0
9 122 149 16 0
-9 -122 -149 -16 0
25 122 149 32 0
-25 -122 -149 -32 0
40 122 149 47 0
-40 -122 -149 -47 0
54 122 149 61 0
-54 -122 -149 -61 0
67 122 149 74 0
-67 -122 -149 -74 0
79 122 149 86 0
-79 -122 -149 -86 0
90 122 149 97 0
-90 -122 -149 -97 0
100 122 149 107 0
-100 -122 -149 -107 0
109 122 149 116 0
-109 -122 -149 -116 0
10 129 149 16 0
-10 -129 -149 -16 0
26 129 149 32 0
-26 -129 -149 -32 0
41 129 149 47 0
-41 -129 -149 -47 0
55 129 149 61 0
-55 -129 -149 -61 0
68 129 149 74 0
-68 -129 -149 -74 0
80 129 149 86 0
-80 -129 -149 -86 0
91 129 149 97 0
-91 -129 -149 -97 0
101 129 149 107 0
-101 -129 -149 -107 0
110 129 149 116 0
-110 -129 -149 -116 0
118 129 149 124 0
-118 -129 -149 -124 0
11 135 149 16 0
-11 -135 -149 -16 0
27 135 149 32 0
-27 -135 -149 -32 0
42 135 149 47 0
-42 -135 -149 -47 0
56 135 149 61 0
-56 -135 -149 -61 0
69 135 149 74 0
-69 -135 -149 -74 0
81 135 149 86 0
-81 -135 -149 -86 0
92 135 149 97 0
-92 -135 -149 -97 0
102 135 149 107 0
-102 -135 -149 -107 0
111 135 149 116 0
-111 -135 -149 -116 0
119 135 149 124 0
-119 -135 -149 -124 0
126 135 149 131 0
-126 -135 -149 -131 0
12 140 149 16 0
-12 -140 -149 -16 0
28 140 149 32 0
-28 -140 -149 -32 0
43 140 149 47 0
-43 -140 -149 -47 0
57 140 149 61 0
-57 -140 -149 -61 0
70 140 149 74 0
-70 -140 -149 -74 0
82 140 149 86 0
-82 -140 -149 -86 0
93 140 149 97 0
-93 -140 -149 -97 0
103 140 149 107 0
-103 -140 -149 -107 0
112 140 149 116 0
-112 -140 -149 -116 0
120 140 149 124 0
-120 -140 -149 -124 0
127 140 149 131 0
-127 -140 -149 -131 0
133 140 149 137 0
-133 -140 -149 -137 0
13 144 149 16 0
-13 -144 -149 -16 0
29 144 149 32 0
-29 -144 -149 -32 0
44 144 149 47 0
-44 -144 -149 -47 0
58 144 149 61 0
-58 -144 -149 -61 0
71 144 149 74 0
-71 -144 -149 -74 0
83 144 149 86 0
-83 -144 -149 -86 0
94 144 149 97 0
-94 -144 -149 -97 0
104 144 149 107 0
-104 -144 -149 -107 0
113 144 149 116 0
-113 -144 -149 -116 0
121 144 149 124 0
-121 -144 -149 -124 0
128 144 149 131 0
-128 -144 -149 -131 0
134 144 149 137 0
-134 -144 -149 -137 0
139 144 149 142 0
-139 -144 -149 -142 0
1 31 151 16 0
-1 -31 -151 -16 0
2 46 151 16 0
-2 -46 -151 -16 0
18 46 151 32 0
-18 -46 -151 -32 0
3 60 151 16 0
-3 -60 -151 -16 0
19 60 151 32 0
-19 -60 -151 -32 0
34 60 151 47 0
-34 -60 -151 -47 0
4 73 151 16 0
-4 -73 -151 -16 0
20 73 151 32 0
-20 -73 -151 -32 0
35 73 151 47 0
-35 -73 -151 -47 0
49 73 151 61 0
-49 -73 -151 -61 0
5 85 151 16 0
-5 -85 -151 -16 0
21 85 151 32 0
-21 -85 -151 -32 0
36 85 151 47 0
-36 -85 -151 -47 0
50 85 151 61 0
-50 -85 -151 -61 0
63 85 151 74 0
-63 -85 -151 -74 0
6 96 151 16 0
-6 -96 -151 -16 0
22 96 151 32 0
-22 -96 -151 -32 0
37 96 151 47 0
-37 -96 -151 -47 0
51 96 151 61 0
-51 -96 -151 -61 0
64 96 151 74 0
-64 -96 -151 -74 0
76 96 151 86 0
-76 -96 -151 -86 0
7 106 151 16 0
-7 -106 -151 -16 0
23 106 151 32 0
-23 -106 -151 -32 0
38 106 151 47 0
-38 -106 -151 -47 0
52 106 151 61 0
-52 -106 -151 -61 0
65 106 151 74 0
-65 -106 -151 -74 0
77 106 151 86 0
-77 -106 -151 -86 0
88 106 151 97 0
-88 -106 -151 -97 0
8 115 151 16 0
-8 -115 -151 -16 0
24 115 151 32 0
-24 -115 -151 -32 0
39 115 151 47 0
-39 -115 -151 -47 0
53 115 151 61 0
-53 -115 -151 -61 0
66 115 151 74 0
-66 -115 -151 -74 0
78 115 151 86 0
-78 -115 -151 -86 0
89 115 151 97 0
-89 -115 -151 -97 0
99 115 151 107 0
-99 -115 -151 -107 0
9 123 151 16 0
-9 -123 -151 -16 0
25 123 151 32 0
-25 -123 -151 -32 0
40 123 151 47 0
-40 -123 -151 -47 0
54 123 151 61 0
-54 -123 -151 -61 0
67 123 151 74 0
-67 -123 -151 -74 0
79 123 151 86 0
-79 -123 -151 -86 0
90 123 151 97 0
-90 -123 -151 -97 0
100 123 151 107 0
-100 -123 -151 -107 0
109 123 151 116 0
-109 -123 -151 -116 0
10 130 151 16 0
-10 -130 -151 -16 0
26 130 151 32 0
-26 -130 -151 -32 0
41 130 151 47 0
-41 -130 -151 -47 0
55 130 151 61 0
-55 -130 -151 -61 0
68 130 151 74 0
-68 -130 -151 -74 0
80 130 151 86 0
-80 -130 -151 -86 0
91 130 151 97 0
-91 -130 -151 -97 0
101 130 151 107 0
-101 -130 -151 -107 0
110 130 151 116 0
-110 -130 -151 -116 0
118 130 151 124 0
-118 -130 -151 -124 0
