p cnf 153 19380
-99 -110 -127 -139 -147 -108 0
-9 -118 -127 -139 -147 -17 0
-25 -118 -127 -139 -147 -33 0
-40 -118 -127 -139 -147 -48 0
-54 -118 -127 -139 -147 -62 0
-67 -118 -127 -139 -147 -75 0
-79 -118 -127 -139 -147 -87 0
-90 -118 -127 -139 -147 -98 0
-100 -118 -127 -139 -147 -108 0
-109 -118 -127 -139 -147 -117 0
-1 -27 -133 -139 -147 -17 0
-2 -42 -133 -139 -147 -17 0
-18 -42 -133 -139 -147 -33 0
-3 -56 -133 -139 -147 -17 0
-19 -56 -133 -139 -147 -33 0
-34 -56 -133 -139 -147 -48 0
-4 -69 -133 -139 -147 -17 0
-20 -69 -133 -139 -147 -33 0
-35 -69 -133 -139 -147 -48 0
-49 -69 -133 -139 -147 -62 0
-5 -81 -133 -139 -147 -17 0
-21 -81 -133 -139 -147 -33 0
-36 -81 -133 -139 -147 -48 0
-50 -81 -133 -139 -147 -62 0
-63 -81 -133 -139 -147 -75 0
-6 -92 -133 -139 -147 -17 0
-22 -92 -133 -139 -147 -33 0
-37 -92 -133 -139 -147 -48 0
-51 -92 -133 -139 -147 -62 0
-64 -92 -133 -139 -147 -75 0
-76 -92 -133 -139 -147 -87 0
-7 -102 -133 -139 -147 -17 0
-23 -102 -133 -139 -147 -33 0
-38 -102 -133 -139 -147 -48 0
-52 -102 -133 -139 -147 -62 0
-65 -102 -133 -139 -147 -75 0
-77 -102 -133 -139 -147 -87 0
-88 -102 -133 -139 -147 -98 0
-8 -111 -133 -139 -147 -17 0
-24 -111 -133 -139 -147 -33 0
-39 -111 -133 -139 -147 -48 0
-53 -111 -133 -139 -147 -62 0
-66 -111 -133 -139 -147 -75 0
-78 -111 -133 -139 -147 -87 0
-89 -111 -133 -139 -147 -98 0
-99 -111 -133 -139 -147 -108 0
-9 -119 -133 -139 -147 -17 0
-25 -119 -133 -139 -147 -33 0
-40 -119 -133 -139 -147 -48 0
-54 -119 -133 -139 -147 -62 0
-67 -119 -133 -139 -147 -75 0
-79 -119 -133 -139 -147 -87 0
-90 -119 -133 -139 -147 -98 0
-100 -119 -133 -139 -147 -108 0
-109 -119 -133 -139 -147 -117 0
-10 -126 -133 -139 -147 -17 0
-26 -126 -133 -139 -147 -33 0
-41 -126 -133 -139 -147 -48 0
-55 -126 -133 -139 -147 -62 0
-68 -126 -133 -139 -147 -75 0
-80 -126 -133 -139 -147 -87 0
-91 -126 -133 -139 -147 -98 0
-101 -126 -133 -139 -147 -108 0
-110 -126 -133 -139 -147 -117 0
-118 -126 -133 -139 -147 -125 0
-1 -18 -34 -59 -150 -17 0
-1 -18 -35 -72 -150 -17 0
-1 -19 -49 -72 -150 -17 0
-2 -34 -49 -72 -150 -17 0
-18 -34 -49 -72 -150 -33 0
-1 -18 -36 -84 -150 -17 0
-1 -19 -50 -84 -150 -17 0
-2 -34 -50 -84 -150 -17 0
-18 -34 -50 -84 -150 -33 0
-1 -20 -63 -84 -150 -17 0
-2 -35 -63 -84 -150 -17 0
-18 -35 -63 -84 -150 -33 0
-3 -49 -63 -84 -150 -17 0
-19 -49 -63 -84 -150 -33 0
-34 -49 -63 -84 -150 -48 0
-1 -18 -37 -95 -150 -17 0
-1 -19 -51 -95 -150 -17 0
-2 -34 -51 -95 -150 -17 0
-18 -34 -51 -95 -150 -33 0
-1 -20 -64 -95 -150 -17 0
-2 -35 -64 -95 -150 -17 0
-18 -35 -64 -95 -150 -33 0
-3 -49 -64 -95 -150 -17 0
-19 -49 -64 -95 -150 -33 0
-34 -49 -64 -95 -150 -48 0
-1 -21 -76 -95 -150 -17 0
-2 -36 -76 -95 -150 -17 0
-18 -36 -76 -95 -150 -33 0
-3 -50 -76 -95 -150 -17 0
-19 -50 -76 -95 -150 -33 0
-34 -50 -76 -95 -150 -48 0
-4 -63 -76 -95 -150 -17 0
-20 -63 -76 -95 -150 -33 0
-35 -63 -76 -95 -150 -48 0
-49 -63 -76 -95 -150 -62 0
-1 -18 -38 -105 -150 -17 0
-1 -19 -52 -105 -150 -17 0
-2 -34 -52 -105 -150 -17 0
-18 -34 -52 -105 -150 -33 0
-1 -20 -65 -105 -150 -17 0
-2 -35 -65 -105 -150 -17 0
-18 -35 -65 -105 -150 -33 0
-3 -49 -65 -105 -150 -17 0
-19 -49 -65 -105 -150 -33 0
-34 -49 -65 -105 -150 -48 0
-1 -21 -77 -105 -150 -17 0
-2 -36 -77 -105 -150 -17 0
-18 -36 -77 -105 -150 -33 0
-3 -50 -77 -105 -150 -17 0
-19 -50 -77 -105 -150 -33 0
-34 -50 -77 -105 -150 -48 0
-4 -63 -77 -105 -150 -17 0
-20 -63 -77 -105 -150 -33 0
-35 -63 -77 -105 -150 -48 0
-49 -63 -77 -105 -150 -62 0
-1 -22 -88 -105 -150 -17 0
-2 -37 -88 -105 -150 -17 0
-18 -37 -88 -105 -150 -33 0
-3 -51 -88 -105 -150 -17 0
-19 -51 -88 -105 -150 -33 0
-34 -51 -88 -105 -150 -48 0
-4 -64 -88 -105 -150 -17 0
-20 -64 -88 -105 -150 -33 0
-35 -64 -88 -105 -150 -48 0
-49 -64 -88 -105 -150 -62 0
-5 -76 -88 -105 -150 -17 0
-21 -76 -88 -105 -150 -33 0
-36 -76 -88 -105 -150 -48 0
-50 -76 -88 -105 -150 -62 0
-63 -76 -88 -105 -150 -75 0
-1 -18 -39 -114 -150 -17 0
-1 -19 -53 -114 -150 -17 0
-2 -34 -53 -114 -150 -17 0
-18 -34 -53 -114 -150 -33 0
-1 -20 -66 -114 -150 -17 0
-2 -35 -66 -114 -150 -17 0
-18 -35 -66 -114 -150 -33 0
-3 -49 -66 -114 -150 -17 0
-19 -49 -66 -114 -150 -33 0
-34 -49 -66 -114 -150 -48 0
-1 -21 -78 -114 -150 -17 0
-2 -36 -78 -114 -150 -17 0
-18 -36 -78 -114 -150 -33 0
-3 -50 -78 -114 -150 -17 0
-19 -50 -78 -114 -150 -33 0
-34 -50 -78 -114 -150 -48 0
-4 -63 -78 -114 -150 -17 0
-20 -63 -78 -114 -150 -33 0
-35 -63 -78 -114 -150 -48 0
-49 -63 -78 -114 -150 -62 0
-1 -22 -89 -114 -150 -17 0
-2 -37 -89 -114 -150 -17 0
-18 -37 -89 -114 -150 -33 0
-3 -51 -89 -114 -150 -17 0
-19 -51 -89 -114 -150 -33 0
-34 -51 -89 -114 -150 -48 0
-4 -64 -89 -114 -150 -17 0
-20 -64 -89 -114 -150 -33 0
-35 -64 -89 -114 -150 -48 0
-49 -64 -89 -114 -150 -62 0
-5 -76 -89 -114 -150 -17 0
-21 -76 -89 -114 -150 -33 0
-36 -76 -89 -114 -150 -48 0
-50 -76 -89 -114 -150 -62 0
-63 -76 -89 -114 -150 -75 0
-1 -23 -99 -114 -150 -17 0
-2 -38 -99 -114 -150 -17 0
-18 -38 -99 -114 -150 -33 0
-3 -52 -99 -114 -150 -17 0
-19 -52 -99 -114 -150 -33 0
-34 -52 -99 -114 -150 -48 0
-4 -65 -99 -114 -150 -17 0
-20 -65 -99 -114 -150 -33 0
-35 -65 -99 -114 -150 -48 0
-49 -65 -99 -114 -150 -62 0
-5 -77 -99 -114 -150 -17 0
-21 -77 -99 -114 -150 -33 0
-36 -77 -99 -114 -150 -48 0
-50 -77 -99 -114 -150 -62 0
-63 -77 -99 -114 -150 -75 0
-6 -88 -99 -114 -150 -17 0
-22 -88 -99 -114 -150 -33 0
-37 -88 -99 -114 -150 -48 0
-51 -88 -99 -114 -150 -62 0
-64 -88 -99 -114 -150 -75 0
-76 -88 -99 -114 -150 -87 0
-1 -18 -40 -122 -150 -17 0
-1 -19 -54 -122 -150 -17 0
-2 -34 -54 -122 -150 -17 0
-18 -34 -54 -122 -150 -33 0
-1 -20 -67 -122 -150 -17 0
-2 -35 -67 -122 -150 -17 0
-18 -35 -67 -122 -150 -33 0
-3 -49 -67 -122 -150 -17 0
-19 -49 -67 -122 -150 -33 0
-34 -49 -67 -122 -150 -48 0
-1 -21 -79 -122 -150 -17 0
-2 -36 -79 -122 -150 -17 0
-18 -36 -79 -122 -150 -33 0
-3 -50 -79 -122 -150 -17 0
-19 -50 -79 -122 -150 -33 0
-34 -50 -79 -122 -150 -48 0
-4 -63 -79 -122 -150 -17 0
-20 -63 -79 -122 -150 -33 0
-35 -63 -79 -122 -150 -48 0
-49 -63 -79 -122 -150 -62 0
-1 -22 -90 -122 -150 -17 0
-2 -37 -90 -122 -150 -17 0
-18 -37 -90 -122 -150 -33 0
-3 -51 -90 -122 -150 -17 0
-19 -51 -90 -122 -150 -33 0
-34 -51 -90 -122 -150 -48 0
-4 -64 -90 -122 -150 -17 0
-20 -64 -90 -122 -150 -33 0
-35 -64 -90 -122 -150 -48 0
-49 -64 -90 -122 -150 -62 0
-5 -76 -90 -122 -150 -17 0
-21 -76 -90 -122 -150 -33 0
-36 -76 -90 -122 -150 -48 0
-50 -76 -90 -122 -150 -62 0
-63 -76 -90 -122 -150 -75 0
-1 -23 -100 -122 -150 -17 0
-2 -38 -100 -122 -150 -17 0
-18 -38 -100 -122 -150 -33 0
-3 -52 -100 -122 -150 -17 0
-19 -52 -100 -122 -150 -33 0
-34 -52 -100 -122 -150 -48 0
-4 -65 -100 -122 -150 -17 0
-20 -65 -100 -122 -150 -33 0
-35 -65 -100 -122 -150 -48 0
-49 -65 -100 -122 -150 -62 0
-5 -77 -100 -122 -150 -17 0
-21 -77 -100 -122 -150 -33 0
-36 -77 -100 -122 -150 -48 0
-50 -77 -100 -122 -150 -62 0
-63 -77 -100 -122 -150 -75 0
-6 -88 -100 -122 -150 -17 0
-22 -88 -100 -122 -150 -33 0
-37 -88 -100 -122 -150 -48 0
-51 -88 -100 -122 -150 -62 0
-64 -88 -100 -122 -150 -75 0
-76 -88 -100 -122 -150 -87 0
-1 -24 -109 -122 -150 -17 0
-2 -39 -109 -122 -150 -17 0
-18 -39 -109 -122 -150 -33 0
-3 -53 -109 -122 -150 -17 0
-19 -53 -109 -122 -150 -33 0
-34 -53 -109 -122 -150 -48 0
-4 -66 -109 -122 -150 -17 0
-20 -66 -109 -122 -150 -33 0
-35 -66 -109 -122 -150 -48 0
-49 -66 -109 -122 -150 -62 0
-5 -78 -109 -122 -150 -17 0
-21 -78 -109 -122 -150 -33 0
-36 -78 -109 -122 -150 -48 0
-50 -78 -109 -122 -150 -62 0
-63 -78 -109 -122 -150 -75 0
-6 -89 -109 -122 -150 -17 0
-22 -89 -109 -122 -150 -33 0
-37 -89 -109 -122 -150 -48 0
-51 -89 -109 -122 -150 -62 0
-64 -89 -109 -122 -150 -75 0
-76 -89 -109 -122 -150 -87 0
-7 -99 -109 -122 -150 -17 0
-23 -99 -109 -122 -150 -33 0
-38 -99 -109 -122 -150 -48 0
-52 -99 -109 -122 -150 -62 0
-65 -99 -109 -122 -150 -75 0
-77 -99 -109 -122 -150 -87 0
-88 -99 -109 -122 -150 -98 0
-1 -18 -41 -129 -150 -17 0
-1 -19 -55 -129 -150 -17 0
-2 -34 -55 -129 -150 -17 0
-18 -34 -55 -129 -150 -33 0
-1 -20 -68 -129 -150 -17 0
-2 -35 -68 -129 -150 -17 0
-18 -35 -68 -129 -150 -33 0
-3 -49 -68 -129 -150 -17 0
-19 -49 -68 -129 -150 -33 0
-34 -49 -68 -129 -150 -48 0
-1 -21 -80 -129 -150 -17 0
-2 -36 -80 -129 -150 -17 0
-18 -36 -80 -129 -150 -33 0
-3 -50 -80 -129 -150 -17 0
-19 -50 -80 -129 -150 -33 0
-34 -50 -80 -129 -150 -48 0
-4 -63 -80 -129 -150 -17 0
-20 -63 -80 -129 -150 -33 0
-35 -63 -80 -129 -150 -48 0
-49 -63 -80 -129 -150 -62 0
-1 -22 -91 -129 -150 -17 0
-2 -37 -91 -129 -150 -17 0
-18 -37 -91 -129 -150 -33 0
-3 -51 -91 -129 -150 -17 0
-19 -51 -91 -129 -150 -33 0
-34 -51 -91 -129 -150 -48 0
-4 -64 -91 -129 -150 -17 0
-20 -64 -91 -129 -150 -33 0
-35 -64 -91 -129 -150 -48 0
-49 -64 -91 -129 -150 -62 0
-5 -76 -91 -129 -150 -17 0
-21 -76 -91 -129 -150 -33 0
-36 -76 -91 -129 -150 -48 0
-50 -76 -91 -129 -150 -62 0
-63 -76 -91 -129 -150 -75 0
-1 -23 -101 -129 -150 -17 0
-2 -38 -101 -129 -150 -17 0
-18 -38 -101 -129 -150 -33 0
-3 -52 -101 -129 -150 -17 0
-19 -52 -101 -129 -150 -33 0
-34 -52 -101 -129 -150 -48 0
-4 -65 -101 -129 -150 -17 0
-20 -65 -101 -129 -150 -33 0
-35 -65 -101 -129 -150 -48 0
-49 -65 -101 -129 -150 -62 0
-5 -77 -101 -129 -150 -17 0
-21 -77 -101 -129 -150 -33 0
-36 -77 -101 -129 -150 -48 0
-50 -77 -101 -129 -150 -62 0
-63 -77 -101 -129 -150 -75 0
-6 -88 -101 -129 -150 -17 0
-22 -88 -101 -129 -150 -33 0
-37 -88 -101 -129 -150 -48 0
-51 -88 -101 -129 -150 -62 0
-64 -88 -101 -129 -150 -75 0
-76 -88 -101 -129 -150 -87 0
-1 -24 -110 -129 -150 -17 0
-2 -39 -110 -129 -150 -17 0
-18 -39 -110 -129 -150 -33 0
-3 -53 -110 -129 -150 -17 0
-19 -53 -110 -129 -150 -33 0
-34 -53 -110 -129 -150 -48 0
-4 -66 -110 -129 -150 -17 0
-20 -66 -110 -129 -150 -33 0
-35 -66 -110 -129 -150 -48 0
-49 -66 -110 -129 -150 -62 0
-5 -78 -110 -129 -150 -17 0
-21 -78 -110 -129 -150 -33 0
-36 -78 -110 -129 -150 -48 0
-50 -78 -110 -129 -150 -62 0
-63 -78 -110 -129 -150 -75 0
-6 -89 -110 -129 -150 -17 0
-22 -89 -110 -129 -150 -33 0
-37 -89 -110 -129 -150 -48 0
-51 -89 -110 -129 -150 -62 0
-64 -89 -110 -129 -150 -75 0
-76 -89 -110 -129 -150 -87 0
-7 -99 -110 -129 -150 -17 0
-23 -99 -110 -129 -150 -33 0
-38 -99 -110 -129 -150 -48 0
-52 -99 -110 -129 -150 -62 0
-65 -99 -110 -129 -150 -75 0
-77 -99 -110 -129 -150 -87 0
-88 -99 -110 -129 -150 -98 0
-1 -25 -118 -129 -150 -17 0
-2 -40 -118 -129 -150 -17 0
-18 -40 -118 -129 -150 -33 0
-3 -54 -118 -129 -150 -17 0
-19 -54 -118 -129 -150 -33 0
-34 -54 -118 -129 -150 -48 0
-4 -67 -118 -129 -150 -17 0
-20 -67 -118 -129 -150 -33 0
-35 -67 -118 -129 -150 -48 0
-49 -67 -118 -129 -150 -62 0
-5 -79 -118 -129 -150 -17 0
-21 -79 -118 -129 -150 -33 0
-36 -79 -118 -129 -150 -48 0
-50 -79 -118 -129 -150 -62 0
-63 -79 -118 -129 -150 -75 0
-6 -90 -118 -129 -150 -17 0
-22 -90 -118 -129 -150 -33 0
-37 -90 -118 -129 -150 -48 0
-51 -90 -118 -129 -150 -62 0
-64 -90 -118 -129 -150 -75 0
-76 -90 -118 -129 -150 -87 0
-7 -100 -118 -129 -150 -17 0
-23 -100 -118 -129 -150 -33 0
-38 -100 -118 -129 -150 -48 0
-52 -100 -118 -129 -150 -62 0
-65 -100 -118 -129 -150 -75 0
-77 -100 -118 -129 -150 -87 0
-88 -100 -118 -129 -150 -98 0
-8 -109 -118 -129 -150 -17 0
-24 -109 -118 -129 -150 -33 0
-39 -109 -118 -129 -150 -48 0
-53 -109 -118 -129 -150 -62 0
-66 -109 -118 -129 -150 -75 0
-78 -109 -118 -129 -150 -87 0
-89 -109 -118 -129 -150 -98 0
-99 -109 -118 -129 -150 -108 0
-1 -18 -42 -135 -150 -17 0
-1 -19 -56 -135 -150 -17 0
-2 -34 -56 -135 -150 -17 0
-18 -34 -56 -135 -150 -33 0
-1 -20 -69 -135 -150 -17 0
-2 -35 -69 -135 -150 -17 0
-18 -35 -69 -135 -150 -33 0
-3 -49 -69 -135 -150 -17 0
-19 -49 -69 -135 -150 -33 0
-34 -49 -69 -135 -150 -48 0
-1 -21 -81 -135 -150 -17 0
-2 -36 -81 -135 -150 -17 0
-18 -36 -81 -135 -150 -33 0
-3 -50 -81 -135 -150 -17 0
-19 -50 -81 -135 -150 -33 0
-34 -50 -81 -135 -150 -48 0
-4 -63 -81 -135 -150 -17 0
-20 -63 -81 -135 -150 -33 0
-35 -63 -81 -135 -150 -48 0
-49 -63 -81 -135 -150 -62 0
-1 -22 -92 -135 -150 -17 0
-2 -37 -92 -135 -150 -17 0
-18 -37 -92 -135 -150 -33 0
-3 -51 -92 -135 -150 -17 0
-19 -51 -92 -135 -150 -33 0
-34 -51 -92 -135 -150 -48 0
-4 -64 -92 -135 -150 -17 0
-20 -64 -92 -135 -150 -33 0
-35 -64 -92 -135 -150 -48 0
-49 -64 -92 -135 -150 -62 0
-5 -76 -92 -135 -150 -17 0
-21 -76 -92 -135 -150 -33 0
-36 -76 -92 -135 -150 -48 0
-50 -76 -92 -135 -150 -62 0
-63 -76 -92 -135 -150 -75 0
-1 -23 -102 -135 -150 -17 0
-2 -38 -102 -135 -150 -17 0
-18 -38 -102 -135 -150 -33 0
-3 -52 -102 -135 -150 -17 0
-19 -52 -102 -135 -150 -33 0
-34 -52 -102 -135 -150 -48 0
-4 -65 -102 -135 -150 -17 0
-20 -65 -102 -135 -150 -33 0
-35 -65 -102 -135 -150 -48 0
-49 -65 -102 -135 -150 -62 0
-5 -77 -102 -135 -150 -17 0
-21 -77 -102 -135 -150 -33 0
-36 -77 -102 -135 -150 -48 0
-50 -77 -102 -135 -150 -62 0
-63 -77 -102 -135 -150 -75 0
-6 -88 -102 -135 -150 -17 0
-22 -88 -102 -135 -150 -33 0
-37 -88 -102 -135 -150 -48 0
-51 -88 -102 -135 -150 -62 0
-64 -88 -102 -135 -150 -75 0
-76 -88 -102 -135 -150 -87 0
-1 -24 -111 -135 -150 -17 0
-2 -39 -111 -135 -150 -17 0
-18 -39 -111 -135 -150 -33 0
-3 -53 -111 -135 -150 -17 0
-19 -53 -111 -135 -150 -33 0
-34 -53 -111 -135 -150 -48 0
-4 -66 -111 -135 -150 -17 0
-20 -66 -111 -135 -150 -33 0
-35 -66 -111 -135 -150 -48 0
-49 -66 -111 -135 -150 -62 0
-5 -78 -111 -135 -150 -17 0
-21 -78 -111 -135 -150 -33 0
-36 -78 -111 -135 -150 -48 0
-50 -78 -111 -135 -150 -62 0
-63 -78 -111 -135 -150 -75 0
-6 -89 -111 -135 -150 -17 0
-22 -89 -111 -135 -150 -33 0
-37 -89 -111 -135 -150 -48 0
-51 -89 -111 -135 -150 -62 0
-64 -89 -111 -135 -150 -75 0
-76 -89 -111 -135 -150 -87 0
-7 -99 -111 -135 -150 -17 0
-23 -99 -111 -135 -150 -33 0
-38 -99 -111 -135 -150 -48 0
-52 -99 -111 -135 -150 -62 0
-65 -99 -111 -135 -150 -75 0
-77 -99 -111 -135 -150 -87 0
-88 -99 -111 -135 -150 -98 0
-1 -25 -119 -135 -150 -17 0
-2 -40 -119 -135 -150 -17 0
-18 -40 -119 -135 -150 -33 0
-3 -54 -119 -135 -150 -17 0
-19 -54 -119 -135 -150 -33 0
-34 -54 -119 -135 -150 -48 0
-4 -67 -119 -135 -150 -17 0
-20 -67 -119 -135 -150 -33 0
-35 -67 -119 -135 -150 -48 0
-49 -67 -119 -135 -150 -62 0
-5 -79 -119 -135 -150 -17 0
-21 -79 -119 -135 -150 -33 0
-36 -79 -119 -135 -150 -48 0
-50 -79 -119 -135 -150 -62 0
-63 -79 -119 -135 -150 -75 0
-6 -90 -119 -135 -150 -17 0
-22 -90 -119 -135 -150 -33 0
-37 -90 -119 -135 -150 -48 0
-51 -90 -119 -135 -150 -62 0
-64 -90 -119 -135 -150 -75 0
-76 -90 -119 -135 -150 -87 0
-7 -100 -119 -135 -150 -17 0
-23 -100 -119 -135 -150 -33 0
-38 -100 -119 -135 -150 -48 0
-52 -100 -119 -135 -150 -62 0
-65 -100 -119 -135 -150 -75 0
-77 -100 -119 -135 -150 -87 0
-88 -100 -119 -135 -150 -98 0
-8 -109 -119 -135 -150 -17 0
-24 -109 -119 -135 -150 -33 0
-39 -109 -119 -135 -150 -48 0
-53 -109 -119 -135 -150 -62 0
-66 -109 -119 -135 -150 -75 0
-78 -109 -119 -135 -150 -87 0
-89 -109 -119 -135 -150 -98 0
-99 -109 -119 -135 -150 -108 0
-1 -26 -126 -135 -150 -17 0
-2 -41 -126 -135 -150 -17 0
-18 -41 -126 -135 -150 -33 0
-3 -55 -126 -135 -150 -17 0
-19 -55 -126 -135 -150 -33 0
-34 -55 -126 -135 -150 -48 0
-4 -68 -126 -135 -150 -17 0
-20 -68 -126 -135 -150 -33 0
-35 -68 -126 -135 -150 -48 0
-49 -68 -126 -135 -150 -62 0
-5 -80 -126 -135 -150 -17 0
-21 -80 -126 -135 -150 -33 0
-36 -80 -126 -135 -150 -48 0
-50 -80 -126 -135 -150 -62 0
-63 -80 -126 -135 -150 -75 0
-6 -91 -126 -135 -150 -17 0
-22 -91 -126 -135 -150 -33 0
-37 -91 -126 -135 -150 -48 0
-51 -91 -126 -135 -150 -62 0
-64 -91 -126 -135 -150 -75 0
-76 -91 -126 -135 -150 -87 0
-7 -101 -126 -135 -150 -17 0
-23 -101 -126 -135 -150 -33 0
-38 -101 -126 -135 -150 -48 0
-52 -101 -126 -135 -150 -62 0
-65 -101 -126 -135 -150 -75 0
-77 -101 -126 -135 -150 -87 0
-88 -101 -126 -135 -150 -98 0
-8 -110 -126 -135 -150 -17 0
-24 -110 -126 -135 -150 -33 0
-39 -110 -126 -135 -150 -48 0
-53 -110 -126 -135 -150 -62 0
-66 -110 -126 -135 -150 -75 0
-78 -110 -126 -135 -150 -87 0
-89 -110 -126 -135 -150 -98 0
-99 -110 -126 -135 -150 -108 0
-9 -118 -126 -135 -150 -17 0
-25 -118 -126 -135 -150 -33 0
-40 -118 -126 -135 -150 -48 0
-54 -118 -126 -135 -150 -62 0
-67 -118 -126 -135 -150 -75 0
-79 -118 -126 -135 -150 -87 0
-90 -118 -126 -135 -150 -98 0
-100 -118 -126 -135 -150 -108 0
-109 -118 -126 -135 -150 -117 0
-1 -18 -43 -140 -150 -17 0
-1 -19 -57 -140 -150 -17 0
-2 -34 -57 -140 -150 -17 0
-18 -34 -57 -140 -150 -33 0
-1 -20 -70 -140 -150 -17 0
-2 -35 -70 -140 -150 -17 0
-18 -35 -70 -140 -150 -33 0
-3 -49 -70 -140 -150 -17 0
-19 -49 -70 -140 -150 -33 0
-34 -49 -70 -140 -150 -48 0
-1 -21 -82 -140 -150 -17 0
-2 -36 -82 -140 -150 -17 0
-18 -36 -82 -140 -150 -33 0
-3 -50 -82 -140 -150 -17 0
-19 -50 -82 -140 -150 -33 0
-34 -50 -82 -140 -150 -48 0
-4 -63 -82 -140 -150 -17 0
-20 -63 -82 -140 -150 -33 0
-35 -63 -82 -140 -150 -48 0
-49 -63 -82 -140 -150 -62 0
-1 -22 -93 -140 -150 -17 0
-2 -37 -93 -140 -150 -17 0
-18 -37 -93 -140 -150 -33 0
-3 -51 -93 -140 -150 -17 0
-19 -51 -93 -140 -150 -33 0
-34 -51 -93 -140 -150 -48 0
-4 -64 -93 -140 -150 -17 0
-20 -64 -93 -140 -150 -33 0
-35 -64 -93 -140 -150 -48 0
-49 -64 -93 -140 -150 -62 0
-5 -76 -93 -140 -150 -17 0
-21 -76 -93 -140 -150 -33 0
-36 -76 -93 -140 -150 -48 0
-50 -76 -93 -140 -150 -62 0
-63 -76 -93 -140 -150 -75 0
-1 -23 -103 -140 -150 -17 0
-2 -38 -103 -140 -150 -17 0
-18 -38 -103 -140 -150 -33 0
-3 -52 -103 -140 -150 -17 0
-19 -52 -103 -140 -150 -33 0
-34 -52 -103 -140 -150 -48 0
-4 -65 -103 -140 -150 -17 0
-20 -65 -103 -140 -150 -33 0
-35 -65 -103 -140 -150 -48 0
-49 -65 -103 -140 -150 -62 0
-5 -77 -103 -140 -150 -17 0
-21 -77 -103 -140 -150 -33 0
-36 -77 -103 -140 -150 -48 0
-50 -77 -103 -140 -150 -62 0
-63 -77 -103 -140 -150 -75 0
-6 -88 -103 -140 -150 -17 0
-22 -88 -103 -140 -150 -33 0
-37 -88 -103 -140 -150 -48 0
-51 -88 -103 -140 -150 -62 0
-64 -88 -103 -140 -150 -75 0
-76 -88 -103 -140 -150 -87 0
-1 -24 -112 -140 -150 -17 0
-2 -39 -112 -140 -150 -17 0
-18 -39 -112 -140 -150 -33 0
-3 -53 -112 -140 -150 -17 0
-19 -53 -112 -140 -150 -33 0
-34 -53 -112 -140 -150 -48 0
-4 -66 -112 -140 -150 -17 0
-20 -66 -112 -140 -150 -33 0
-35 -66 -112 -140 -150 -48 0
-49 -66 -112 -140 -150 -62 0
-5 -78 -112 -140 -150 -17 0
-21 -78 -112 -140 -150 -33 0
-36 -78 -112 -140 -150 -48 0
-50 -78 -112 -140 -150 -62 0
-63 -78 -112 -140 -150 -75 0
-6 -89 -112 -140 -150 -17 0
-22 -89 -112 -140 -150 -33 0
-37 -89 -112 -140 -150 -48 0
-51 -89 -112 -140 -150 -62 0
-64 -89 -112 -140 -150 -75 0
-76 -89 -112 -140 -150 -87 0
-7 -99 -112 -140 -150 -17 0
-23 -99 -112 -140 -150 -33 0
-38 -99 -112 -140 -150 -48 0
-52 -99 -112 -140 -150 -62 0
-65 -99 -112 -140 -150 -75 0
-77 -99 -112 -140 -150 -87 0
-88 -99 -112 -140 -150 -98 0
-1 -25 -120 -140 -150 -17 0
-2 -40 -120 -140 -150 -17 0
-18 -40 -120 -140 -150 -33 0
-3 -54 -120 -140 -150 -17 0
-19 -54 -120 -140 -150 -33 0
-34 -54 -120 -140 -150 -48 0
-4 -67 -120 -140 -150 -17 0
-20 -67 -120 -140 -150 -33 0
-35 -67 -120 -140 -150 -48 0
-49 -67 -120 -140 -150 -62 0
-5 -79 -120 -140 -150 -17 0
-21 -79 -120 -140 -150 -33 0
-36 -79 -120 -140 -150 -48 0
-50 -79 -120 -140 -150 -62 0
-63 -79 -120 -140 -150 -75 0
-6 -90 -120 -140 -150 -17 0
-22 -90 -120 -140 -150 -33 0
-37 -90 -120 -140 -150 -48 0
-51 -90 -120 -140 -150 -62 0
-64 -90 -120 -140 -150 -75 0
-76 -90 -120 -140 -150 -87 0
-7 -100 -120 -140 -150 -17 0
-23 -100 -120 -140 -150 -33 0
-38 -100 -120 -140 -150 -48 0
-52 -100 -120 -140 -150 -62 0
-65 -100 -120 -140 -150 -75 0
-77 -100 -120 -140 -150 -87 0
-88 -100 -120 -140 -150 -98 0
-8 -109 -120 -140 -150 -17 0
-24 -109 -120 -140 -150 -33 0
-39 -109 -120 -140 -150 -48 0
-53 -109 -120 -140 -150 -62 0
-66 -109 -120 -140 -150 -75 0
-78 -109 -120 -140 -150 -87 0
-89 -109 -120 -140 -150 -98 0
-99 -109 -120 -140 -150 -108 0
-1 -26 -127 -140 -150 -17 0
-2 -41 -127 -140 -150 -17 0
-18 -41 -127 -140 -150 -33 0
-3 -55 -127 -140 -150 -17 0
-19 -55 -127 -140 -150 -33 0
-34 -55 -127 -140 -150 -48 0
-4 -68 -127 -140 -150 -17 0
-20 -68 -127 -140 -150 -33 0
-35 -68 -127 -140 -150 -48 0
-49 -68 -127 -140 -150 -62 0
-5 -80 -127 -140 -150 -17 0
-21 -80 -127 -140 -150 -33 0
-36 -80 -127 -140 -150 -48 0
-50 -80 -127 -140 -150 -62 0
-63 -80 -127 -140 -150 -75 0
-6 -91 -127 -140 -150 -17 0
-22 -91 -127 -140 -150 -33 0
-37 -91 -127 -140 -150 -48 0
-51 -91 -127 -140 -150 -62 0
